title,body,date,source,sentiment_score,article_type,sectors,tickers,positive_market_impact
ЦБ поддерживает подключение страховых компаний к программе долгосрочных сбережений,"Участие возможно через требования к договорам долгосрочного страхования жизни, которые бы соответствовали параметрам программы",2024-11-04,finam,0.5,finance,"['Technology', 'Communication Services']",['no tickers'],1.0
"Финпоказатели ВТБ в 1 квартале не уступают прошлому году, сообщил Костин",Квартал для банка идет успешно,2024-11-04,finam,0.8,finance,['Basic Materials'],['ALRS'],1.0
Рост рынка снова оборвался,К середине дня оба индекса ушли в минус. На валютном рынке продолжается ослабление рубля,2024-11-04,finam,1.0,finance,"['Consumer Defensive', 'Technology']",['MGNT'],1.0
ЦБ намерен смягчить критерии при кредитовании трансформационных проектов,"Помимо этого, Банк России планирует с 2025 года распространить стимулирующее регулирование на проекты устойчивого развития, для которых есть своя таксономия",2024-11-04,finam,1.0,finance,['Energy'],['TGKB'],1.0
Костин предлагает стимулировать вложения пенсионных фондов в акции,Долю пенсионных фондов в общих вложения можно увеличить до 15-20%,2024-11-04,finam,0.0,finance,[],[],0.0
Аналитики «Финама» повысили целевую цену по бумагам АФК «Система»,За последние несколько недель акции компании сильно оторвались от широкого рынка,2024-11-04,finam,0.5,finance,"['Real Estate', 'Financial Service']",['SBER'],1.0
ЦБ предлагает в 2 раза снизить ставки взносов в фонд страхования по длинным вкладам,"Кроме того, Банк России предлагает увеличить лимит страхового возмещения",2024-11-04,finam,0.7,finance,"['Basic Materials', 'Industrials']",['MAGN'],1.0
"«НОВАТЭК» увеличил добычу газа в 1 квартале на 1,2%","Добыча жидких углеводородов выросла на 12,2% за квартал",2024-11-04,finam,0.0,finance,['Financial Service'],['no tickers'],0.0
Банк России поддерживает предложение освободить от налога доход по длинным вкладам,"Но как и с таксономией, тут нужны встречные усилия, чтобы длинные вклады стали популярными",2024-11-04,finam,0.5,finance,['Consumer Defensive'],['FIVE'],1.0
ЦБ выступает за предоставление банкам безотзывных госгарантий для наиболее значимых проектов,"Это важная мера, которая назрела уже давно",2024-11-04,finam,0.0,finance,"['Financial Service', 'Energy', 'Consumer Defensive', 'Industrials', 'Real Estate']","['RSTI', 'SMLT', 'RENE', 'AFKS', 'TRNFP']",0.0
Набиуллина выделила важные направления совместной работы ЦБ и Ассоциации банков России,"Это стимулирующее регулирование по проектам технологического суверенитета, а также стимулы для долгосрочных вкладов
",2024-11-04,finam,0.0,finance,['Financial Service'],"['CIAN', 'ETLN', 'FIXP', 'GLTR', 'HHR']",0.0
Аналитики «Финама» ждут роста обыкновенных акций «Сургутнефтегаза»,Эксперты повысили целевую цену по обыкновенным акциям компании,2024-11-04,finam,1.0,finance,"['Basic Materials', 'Industrials', 'Energy']",[],1.0
На «Яндекс Маркете» появились велосипеды собственного бренда Raskat,"Каждая модель имеет 10 скоростей, при этом вес велосипедов варьируется от 14 до 16 кг",2024-11-04,finam,0.2,finance,"['Financial Service', 'Energy', 'Technology', 'Consumer Defensive', 'Basic Materials']","['MOEX', 'RTSI', 'BRN']",1.0
«ЕвроТранс» открывает внебиржевое окно реализации оферты о покупке акций для участников IPO,"Первое из двух внебиржевых окон акцепта пройдет с 11 по 17 апреля, и инвесторы могут дополнительно приобрести акции по фиксированной цене в 250 рублей
",2024-11-04,finam,0.0,finance,"['Financial Service', 'Consumer Cyclical', 'Consumer Defensive']",['no tickers'],0.0
"Индекс МосБиржи продолжает расти, покупают акции НЛМК",Бумаги НЛМК достигли максимума с 21 февраля 2022 года,2024-11-04,finam,0.0,finance,['Energy'],['no tickers'],0.0
«Софтлайн» завершил допоферту по обмену расписок Noventiq,"Суммарно было обменяно свыше 624 тыс. ГДР Noventiq, права на которые учитываются в НРД, на более чем 208 тыс. акций «Софтлайн»",2024-11-04,finam,0.1,finance,"['Financial Service', 'Energy']","['MOEX', 'SBER', 'GAZP']",1.0
"ЦБ напомнил, чем ИИС-3 отличается от прежних","Регулятор рассказал, действительно ли ИИС-3 помогут больше экономить на налогах
",2024-11-04,finam,0.0,finance,"['Financial Service', 'Consumer Defensive', 'Energy', 'Industrials', 'Technology']","['ENR', 'RKKE', 'FIVE', 'BELU', 'VKCO']",0.0
"Российские ""быки"" не хотят останавливаться","Наш зеленый дивидендный паровоз вперед летит, невзирая на то, что глобальные рынки «в огне»",2024-11-04,finam,0.0,finance,"['Energy', 'Consumer Defensive', 'Financial Service']","['SNGSP', 'TRNFP', 'FIVE', 'REN', 'POSI']",0.0
Дискуссия о раскрытии корпоративной информации продолжается - Чебесков,Бизнес просил не раскрывать финансовую отчетность до июля 2024 года,2024-11-04,finam,-0.7,finance,"['Consumer Defensive', 'Basic Materials']",['no tickers'],0.0
ЦБ поддерживает инициативу освободить от НДФЛ дивиденды на ИИС,"Пока такие предложения на рассмотрение в Банк России не поступали
",2024-11-04,finam,-0.3,finance,"['Basic Materials', 'Industrials']",['no tickers'],0.0
"IPO ""Займера"" и дивиденды Henderson - основные события 11 апреля","ОПЕК представит ежемесячный отчет по рынку нефти
",2024-11-04,finam,0.0,finance,[],[],0.0
"В Азии единой динамики не наблюдается, нефть стабильна",Рубль на валютной секции Московской биржи утром уступает корзине мировых валют,2024-11-04,finam,-0.5,finance,['Financial Service'],['CBR'],0.0
Дивиденды подогревают рынок,Рост возобновился после паузы накануне,2024-10-04,finam,0.5,finance,"['Healthcare', 'Real Estate']",['MDMG'],1.0
Немецкая SEFE планирует и далее получать газ с «Ямал СПГ»,Бывшее дочернее предприятие «Газпрома» считает важным обеспечить соблюдение старого контракта,2024-10-04,finam,-0.5,finance,['Energy'],"['GAZP', 'SIBN', 'ROSN']",0.0
"Недельная инфляция в России составила по состоянию на 8 апреля 0,16%","Год к году темпы роста цен ускорились до 7,79%",2024-10-04,finam,-0.5,politics,"['Energy', 'Industrials', 'Financial Service']",[],0.0
Гендиректором МКПАО «Яндекс» с 23 апреля станет Артем Савиновский,Марина Корнева покинет эту должность 22 апреля,2024-10-04,finam,0.0,finance,"['Basic Materials', 'Industrials', 'Utilities']",['NILSY'],0.0
"Совет директоров «Росбанка» рекомендовал 2,9 рубля на акцию в виде дивидендов за 2023 год","16 мая состоится ГОСА банка, на котором будет принято окончательно решение по дивидендам",2024-10-04,finam,-0.2,finance,['Energy'],"['ROSN', 'GAZP', 'LKOH']",0.0
"Совет директоров НЛМК рекомендовал дивиденды за 2023 год в размере 25,43 рубля на акцию",Дата закрытия дивидендного реестра – 27 мая,2024-10-04,finam,0.5,finance,['Industrials'],['no tickers'],1.0
Контролирующая Орский НПЗ компания приостановила обязательства по договорам,"Сроки отгрузки топлива будут смещены  из-за паводка


",2024-10-04,finam,-0.5,finance,"['Financial Service', 'Industrials']",['MECH'],0.0
"Акционеры Positive Technologies утвердили первую часть дивидендов за 2023 год в размере 47,3 рубля на акцию","Совет директоров сформировал рекомендации по второй части дивидендов за 2023 год в сумме 51,89 рубля на одну акцию",2024-10-04,finam,-0.7,finance,"['Energy', 'Consumer Defensive', 'Technology', 'Financial Service', 'Basic Materials']","['SGNG', 'SMLT', 'FLOT', 'OZON', 'QIWI']",0.0
Новак поручил компаниям увеличить поставки топлива на внутренний рынок и на биржу,"По данным Минэнерго, ситуация с обеспечением внутреннего рынка топливом остается стабильной",2024-10-04,finam,-0.5,finance,['Financial Service'],['no tickers'],0.0
Суд принял решение о ликвидации «Киви Банка»,Банк способен в полном объеме удовлетворить требования кредиторов,2024-10-04,finam,-0.5,finance,"['Energy', 'Utilities']",[],0.0
Российский рынок вернулся к росту,Внешний фон сегодня достаточно спокойный – глобальные инвесторы ждут публикации данных по инфляции в США за март. Нефть торгуется на уровнях вторника. Внутренних драйверов для роста в среду также не прибавилось,2024-10-04,finam,0.1,finance,['Basic Materials'],['VSMO'],1.0
ЦБ прорабатывает альтернативы для проведения платежей в условиях санкций,"Ответные меры из-за санкций против платежной системы РФ теоретически возможны, но их надо рассматривать как крайние, заявила Набиуллина ",2024-10-04,finam,1.0,finance,"['Financial Service', 'Technology', 'Consumer Cyclical']",['MVID'],1.0
Аксаков предложил новые налоговые льготы для ИИС и при IPO,"Глава комитета Госдумы предлагает освободить дивиденды на ИИС от НДФЛ и ввести налоговый вычет для компаний при IPO
",2024-10-04,finam,-0.5,finance,"['Financial Service', 'Energy', 'Basic Materials', 'Consumer Defensive', 'Technology']","['AFKS', 'FIVE', 'RUAL', 'YNDX', 'MAGN']",0.0
С помощью мер ЦБ в 2023 году удалось восстановить доступ к активам российских инвесторов на 3 трлн рублей,"Меры затронули не менее 2,5 млн российских инвесторов, чьи активы были заморожены в иностранной инфраструктуре",2024-10-04,finam,0.1,finance,"['Financial Service', 'Energy']","['AFKS', 'ISKJ']",1.0
ЦБ предложил увеличить страховку по долгосрочным вкладам и безотзывным сертификатам,Предлагается по рублевым вкладам от 3 лет снизить взносы банков в систему страхования,2024-10-04,finam,-0.1,finance,"['Financial Service', 'Energy']","['BR', 'WTI', 'MOEX']",0.0
Набиуллина предложила увеличить вдвое страховое возмещение по эскроу-счетам,"Ускоренный рост цен на жилье привел к тому, что лимит страхового возмещения часто не покрывает стоимость квартиры",2024-10-04,finam,-0.2,politics,['Consumer Defensive'],"['DANO', 'CAGT']",0.0
"Набиуллина рассказала, при каких условиях ЦБ начнет снижать ставку","Регулятору нужно убедиться, что инфляционные ожидания приходят в норму",2024-10-04,finam,0.5,finance,"['Industrials', 'Consumer Cyclical', 'Basic Materials']",['no tickers'],1.0
"Пик инфляции в России остался позади, заявила Набиуллина","Если бы ЦБ не повысил ставку, инфляция была бы сильно больше 7,4% по итогам 2023 года",2024-10-04,finam,0.0,finance,['Energy'],"['ROSN', 'GAZP']",0.0
Набиуллина сравнила ситуацию в экономике с марафонским забегом,"Слишком быстро растущий спрос заставляет экономику бежать за ним все быстрее, но ценой становится ускорение инфляции",2024-10-04,finam,-0.2,finance,"['Basic Materials', 'Industrials']","['RUAL', 'PHOR']",0.0
"""Яндекс"" планирует встраивать свое программное решение в китайские автомобили","На данный момент ""Яндекс Авто"" доступно только в автомобилях российских производителей",2024-10-04,finam,0.0,politics,[],[],0.0
"""Аэрофлот"" перешел на российское ПО для инженерного анализа CAE Fidesys",Новая информационная система будет использоваться при разработке эксплуатационно-конструкторской документации в рамках сертификата разработчика авиационной техники ФАП-21J,2024-10-04,finam,0.0,finance,['Energy'],['no tickers'],0.0
Европейский суд постановил отменить санкции против Авена и Фридмана,Иски рассматривались только в суде первой инстанции и решения могут быть оспорены,2024-10-04,finam,0.2,finance,"['Financial Service', 'Energy', 'Technology', 'Basic Materials']","['SBER', 'YNDX', 'RUAL', 'NVTK']",1.0
Выручка Henderson в 1 квартале выросла на 35%,В марте выручка производителя одежды превысила 36% ,2024-10-04,finam,0.0,finance,['Financial Service'],"['AFKS', 'ABRD', 'GMKN']",0.0
Российский рынок перешел к снижению на фоне ослабления рубля,На сырьевом рынке цены на нефть повышаются после снижения накануне,2024-10-04,finam,-0.5,finance,['Energy'],['TGK2'],0.0
От рынка ждут стремления к новым максимумам,"После взятия индексом МосБиржи вершины в 3400 пунктов следующей целью для бенчмарка выглядит уровень в 3500 пунктов
",2024-10-04,finam,0.2,finance,['Energy'],['URALS'],1.0
Набиуллина представит отчет ЦБ в Госдуме - основные события 10 апреля,Совет директоров «Росбанка» даст рекомендации по дивидендам ,2024-10-04,finam,-0.3,finance,['Basic Materials'],['RUAL'],0.0
АО «Киви» не намерено прекращать деятельность,Однако возможности по ее восстановлению в прежнем объеме в ближайший год в связи с отзывом лицензии у «Киви Банка» являются неопределенными,2024-09-04,finam,0.2,finance,"['Energy', 'Technology', 'Industrials', 'Communication Services', 'Consumer Cyclical']","['VKCO', 'NVTK', 'AFLT', 'GAZP', 'YNDX']",1.0
«Сбер» продавил индекс МосБиржи вниз,"Бумаги «Сбера» в первой половине дня «прошили» двухлетний максимум на отметке 309,35 рубля, в последний раз на этой отметке они торговались 3 января 2022 года. После этого акции предсказуемо начали коррекцию и в 15.30 мск достигли внутридневного минимума на отметке 305,51 рубля",2024-09-04,finam,0.5,finance,['Energy'],['RTS'],1.0
Евросоюз работает над новым пакетом санкций против России,В 14-й пакет санкций ЕС против РФ войдут меры борьбы против обхода ограничений,2024-09-04,finam,-0.2,finance,"['Consumer Cyclical', 'Consumer Defensive', 'Industrials']",['no tickers'],0.0
Qiwi заявила о невозможности купить бонды «Киви Финанс» 11 апреля,"АО ""Киви"" и ООО ""Киви Финанс"" ведут переговоры с держателями облигаций, чтобы перенести сроки выплаты долгов",2024-09-04,finam,-0.3,finance,['Consumer Defensive'],['no tickers'],0.0
"СД Positive Technologies рекомендовал дивиденды за 1 квартал 2024 года в размере 4,56 рубля на акцию",Реестр акционеров для получения дополнительных дивидендов закроется 24 мая,2024-09-04,finam,1.0,finance,['Technology'],[],1.0
"Совет директоров Positive Technologies рекомендовал дивиденды-2023 в размере 47,33 рубля на акцию","Также принято решение предложить собранию акционеров установить 24 мая 2024 года в качестве даты, на которую определяются лица, имеющие право на получение дивидендов",2024-09-04,finam,0.0,finance,"['Industrials', 'Real Estate']",['TRCN'],0.0
Отгрузки Positive Technologies в 2023 году выросли на 76%,"EBITDA компании увеличилась на 59% год и составила 10,8 млрд рублей",2024-09-04,finam,0.5,finance,['Basic Materials'],['AKRN'],1.0
ФАС нашла признаки нарушений в договорах Wildberries с продавцами,Служба выдала маркетплейсу предупреждение,2024-09-04,finam,0.5,technical analysis,"['Consumer Cyclical', 'Basic Materials', 'Technology']",['FXCN'],1.0
ЦБ рекомендовал банкам и страховщикам оказывать поддержку пострадавшим от наводнений,Банкам предложено принимать заявления на оформление кредитных каникул в упрощенном порядке,2024-09-04,finam,0.0,finance,['Financial Service'],[],0.0
"Расписки Ozon снижаются, несмотря на оптимистичные прогнозы менеджмента",Из-за нерешенного процесса редомициляции неопределенность для инвесторов сохраняется,2024-09-04,finam,1.0,finance,['Basic Materials'],['SELG'],1.0
Госдума приняла законопроект о введении повышающего коэффициента к НДПИ на золото,НДПИ на золото в размере 78 тыс. рублей за килограмм установлен в период с 1 июня по 31 декабря 2024 года,2024-09-04,finam,0.5,finance,"['Basic Materials', 'Energy', 'Consumer Cyclical']","['SEL', 'TRMK', 'FIVE', 'MVID']",1.0
"ОГК-2 увеличила выработку электроэнергии за 1 квартал на 19,1%","Производство тепловой энергии выросло на 5,7%",2024-09-04,finam,0.5,others,['Industrials'],['AFLT'],1.0
Рынок сменил цель на 3500 пунктов,Во вторник продолжается поступательное движение индексов наверх,2024-09-04,finam,-0.5,finance,['Financial Service'],['no tickers'],0.0
"Ozon ожидает, что его доля на онлайн-рынке в перспективе составит около 40%",Доля в целом на рынке ритейла может составить 3-5%,2024-09-04,finam,0.1,finance,"['Financial Service', 'Energy']",[],1.0
Ozon в этом году предпримет ряд действий для редомициляции,У компании есть план по переезду,2024-09-04,finam,0.5,finance,"['Industrials', 'Consumer Cyclical']",['SVAV'],1.0
"Ozon ставит задачу выйти на прибыль, но для компании важны инвестиции","Компания находится в стадии роста, который требует серьезных инвестиций в инфраструктуру",2024-09-04,finam,0.0,finance,['Financial Service'],['no tickers'],0.0
Прибыль банковского сектора в 2024 году ожидается не ниже уровня прошлого года,"По предварительным данным ЦБ, российские банки в 1 квартале 2024 года получили прибыль соизмеримую с аналогичным периодом прошлого года",2024-09-04,finam,0.0,finance,"['Industrials', 'Utilities', 'Energy']","['AFLT', 'MRKV', 'TGKA']",0.0
Центробанк заявил о стабильности банковского сектора России,"По предварительным данным, сегмент потребкредитования в 1 квартале вырос на 3%",2024-09-04,finam,0.2,finance,"['Financial Service', 'Energy', 'Industrials', 'Technology']","['MOEX', 'NVTR', 'ENPL', 'AFKS', 'VTBR']",1.0
"ТМК разместила акции на 4,2 млрд рублей в рамках оферты участникам SPO","Фактическая цена размещения ценных бумаг составила 220,68 рубля за одну дополнительную акцию",2024-09-04,finam,-0.5,politics,"['Financial Service', 'Industrials', 'Basic Materials']","['RSBN', 'SWIFT']",0.0
"Акции “Ростелекома” прибавляют почти 1,5% на новостях о дивидендах","Выплаты-2023 могут быть больше, чем годом ранее
",2024-09-04,finam,0.0,finance,"['Financial Service', 'Real Estate', 'Energy', 'Consumer Cyclical']",['no tickers'],0.0
«Яндекс» открыл доступ к тестированию нейросети YandexART,"С помощью YandexART компании смогут создавать изображения для рекламы и соцсетей, дизайн-макеты и иллюстрации для социальных сетей и книг",2024-09-04,finam,-0.5,finance,"['Financial Service', 'Consumer Defensive']",['MGNT'],0.0
Чистая прибыль «Распадской» по РСБУ в 1 квартале снизилась почти вдвое,Выручка упала на 20%,2024-09-04,finam,0.0,finance,"['Financial Service', 'Basic Materials', 'Energy', 'Consumer Defensive', 'Technology']","['GAZP', 'ROSN', 'SBER', 'VTBR', 'TATN']",0.0
Отгрузки «НоваБев» в 1 квартале снизились на 3%,"Показатель составил 3,4 млн декалитров",2024-09-04,finam,0.0,finance,['Industrials'],['no tickers'],0.0
Венчурный фонд Softline инвестирует до 1 млрд рублей в edtech-проекты,"Softline Venture Partners считает сектор edtech перспективным для инвестиций, а его потенциал еще не исчерпан",2024-09-04,finam,0.5,finance,['Financial Service'],['no tickers'],1.0
"Российский рынок растет, покупают расписки «Эталона»",Акции «Сбера» слабо реагируют на вышедшую отчетность банка по РСБУ за 1 квартал 2024 года,2024-09-04,finam,0.5,finance,['Energy'],['no tickers'],1.0
"""Сбер"" в 1 квартале увеличил чистую прибыль почти на 4%","Она составила 364 млрд рублей
",2024-09-04,finam,-0.5,finance,['Utilities'],['FORTUM'],0.0
«Эталон» увеличил продажи в 1 квартале 2024 года в 3 раза,Стоимость заключенных контрактов достигла рекордных 41 млрд рублей,2024-09-04,finam,0.1,finance,['Basic Materials'],['ALRS'],1.0
"Рынок готов взять новые рубежи, драйверами выступают нефть и ""Сбер""",Целью индекса МосБиржи сейчас выступает отметка в 3500 пунктов,2024-09-04,finam,0.3,finance,['Financial Service'],[],1.0
Выручка Ozon в 2023 году выросла до 424 млрд рублей,"В 4 квартале показатель достиг 127,9 млрд рублей",2024-09-04,finam,0.0,finance,['Financial Service'],['no tickers'],0.0
«Сбер» отчитается за 1 квартал - основные события 9 апреля,"Positive Technologies раскроет результаты за 2023 год
",2024-09-04,finam,0.5,finance,['Industrials'],[],1.0
"Рубль стабилен, цены на нефть слегка подрастают",В Азии торги проходят разнонаправленно,2024-09-04,finam,0.1,finance,['Energy'],"['SIBN', 'ROSN', 'GAZP', 'LKOH']",1.0
Российский рынок рвется к новым высотам,"Индекс МосБиржи подрос на 0,65%, РТС вырос на 0,55%",2024-08-04,finam,0.2,finance,['Energy'],"['GAZP', 'ROSN', 'LKOH', 'TATN', 'SIBN']",1.0
Росимуществу переданы активы «Агротерры»,"«Агротерра» - один из крупнейших российских агропромышленных холдингов, работающих в южных регионах",2024-08-04,finam,-0.5,finance,['Utilities'],[],0.0
"АФК «Система» получила 5,3 млрд рублей убытка по МСФО за 2023 год против прибыли годом ранее","Консолидированная выручка за год выросла на 16,8%",2024-08-04,finam,0.0,finance,['Energy'],['no tickers'],0.0
"Путин продлил срок продажи иностранной доли в ""Сахалине-1""",Теперь реализовать невостребованную долю можно до 1 января 2025 года ,2024-08-04,finam,0.0,finance,['Energy'],[],0.0
"Новый указ президента РФ вносит изменения в защите счетов ""С""","Запрет обременений активов на счетах ""С"" и ""И"" больше не работает ретроспективно",2024-08-04,finam,-0.5,finance,['Basic Materials'],['AKRN'],0.0
Совет директоров НЛМК приступил к обсуждению вопроса по распределению прибыли за 2023 год,"Кроме того, в повестку включены стандартные вопросы, связанные с подготовкой к годовому собранию акционеров",2024-08-04,finam,0.8,finance,['Healthcare'],['ISKJ'],1.0
"Перевозки контейнеров на сети РЖД выросли в январе-марте на 11,4%","Во внутреннем сообщении перевозки увеличились на 16,9% г/г",2024-08-04,finam,0.2,finance,"['Financial Service', 'Energy', 'Consumer Defensive', 'Technology', 'Industrials']","['BELU', 'YMCB', 'BSPB', 'IRAO', 'TMKS']",1.0
Доля юаня в структуре валютного рынка в марте обновила исторический максимум,"Оборот биржевой торговли юанем превысил половину торгов и составил 53% по сравнению с 46,6% феврале",2024-08-04,finam,0.5,finance,['Industrials'],[],1.0
"Физлица увеличили в марте покупки валюты до 155,5 млрд рублей","В феврале этот показатель составил 103,2 млрд рублей",2024-08-04,finam,0.2,finance,['Basic Materials'],['no tickers'],1.0
Розничные инвесторы в марте стали нетто-продавцами акций впервые с ноября 2022 года,По итогам марта продажи российских акций превысили покупки на 37 млрд рублей,2024-08-04,finam,0.8,finance,"['Technology', 'Communication Services']",['SFTL'],1.0
"Российские экспортеры увеличили чистую продажу валюты в марте до $12,1 млрд","В феврале этого года показатель составил $10,4 млрд",2024-08-04,finam,0.0,finance,['Basic Materials'],['SELIGD'],0.0
Коррекция в нефти не смутила российских «быков»,"Подавляющее большинство ликвидных бумаг, входящих в индекс МосБиржи, находится в «зеленой зоне»",2024-08-04,finam,0.5,finance,"['Industrials', 'Consumer Cyclical', 'Basic Materials']",['SVAV'],1.0
"ТГК-14 в январе-марте увеличила выработку электроэнергии на 7,2%","По итогам трех месяцев компания выработала 1,2 млрд кВт.ч 
",2024-08-04,finam,0.8,finance,['Technology'],['MTSS'],1.0
"Кремль заявил, что Россия и Турция ищут выход из ситуации с финрасчетами","С начала года турецкие банки стали массово отклонять российские платежи и закрывать счета компаний из РФ

",2024-08-04,finam,0.0,politics,['Financial Service'],['no tickers'],0.0
«АВТОВАЗ» расширил линейку LADA Granta версией с автоматической трансмиссией,Партия этих автомобилей составит около пяти тысяч штук и будет выпускаться в течение года,2024-08-04,finam,0.1,finance,"['Financial Service', 'Energy', 'Consumer Defensive', 'Basic Materials']","['SELG', 'FIVE', 'NLMK', 'SOVCOM', 'FIXP']",1.0
Акционеры «Русагро» приняли решение не выплачивать дивиденды за 2023 год,Решение совпало с рекомендацией совета директоров компании,2024-08-04,finam,0.0,finance,['Financial Service'],['no tickers'],0.0
«Аэрофлот» совместно со СДЭК запустил новый сервис авиадоставки,"Данная услуга предназначена для быстрой и надежной доставки от двери до двери по России, при этом адресат получит посылку уже на следующий день после ее отправки",2024-08-04,finam,0.5,finance,"['Energy', 'Basic Materials', 'Financial Service']","['ROSN', 'LKOH', 'SNGSP', 'GMKN', 'CHMF']",1.0
Правительство России дополнительно направит 5 млрд рублей на поддержку аграриев,На реализацию программы льготного кредитования аграриев на 2024 год заложено почти 215 млрд рублей,2024-08-04,finam,0.8,finance,"['Financial Service', 'Energy']","['IRAO', 'SBER', 'MOEX', 'TATN', 'ROSN']",1.0
«Аэрофлот» открыл продажу билетов на рейсы Красноярск-Казань,"Полеты будет выполнять авиакомпания «Россия», входящая в группу «Аэрофлот», начиная с 3 июня",2024-08-04,finam,0.2,finance,"['Basic Materials', 'Consumer Defensive', 'Financial Service']","['SELG', 'ABRD']",1.0
Набиуллина назвала вероятные сроки снижения ключевой ставки ЦБ,"По ее словам, Банк России может начать снижать ключевую ставку во второй половине этого года, если инфляция продолжит замедляться",2024-08-04,finam,0.5,finance,"['Financial Service', 'Energy', 'Basic Materials']","['NVTK', 'SNGS', 'AKRN', 'VTBR', 'SBER']",1.0
"«Софтлайн» завершил сделку по передаче 3,8% акций Банку ""Синара""",Полученные средства в рамках сделки будут направлены на финансирование перспективных проектов компании,2024-08-04,finam,0.5,finance,['Financial Service'],['no tickers'],1.0
"Рынок растет, покупают ""Норникель""","Под распродажу попали бумаги Globaltrans 
",2024-08-04,finam,-0.5,finance,['Financial Service'],[],0.0
"Чистая прибыль МГКЛ по МСФО выросла до 262,1 млн рублей в 2023 году",За год показатель вырос более чем в 100 раз,2024-08-04,finam,0.2,finance,"['Consumer Defensive', 'Consumer Cyclical', 'Industrials', 'Healthcare', 'Real Estate']",['no tickers'],1.0
Локальная перекупленность создает проблему дальнейшего роста на российском рынке,Сегодня не исключается коррекция в акциях нефтяного сектора,2024-08-04,finam,0.5,finance,['Basic Materials'],['SGZH'],1.0
Бюджет России в 1 квартале сложился с дефицитом в размере 607 млрд рублей,"Это почти на 1,5 трлн рублей ниже уровня первого квартала прошлого года
",2024-08-04,finam,0.0,finance,['Financial Service'],['no tickers'],0.0
"Globaltrans уточнила, ждать ли выплаты дивидендов","Компания утверждает, что этот вопрос находится в фокусе
",2024-08-04,finam,0.3,finance,"['Financial Service', 'Consumer Cyclical', 'Consumer Defensive', 'Industrials']",['no tickers'],1.0
"Прибыль Globaltrans за год выросла в 1,5 раза - до 38,6 млрд рублей","Выручка выросла на 11% - до 104,7 млрд рублей

",2024-08-04,finam,1.0,finance,['Energy'],[],1.0
Мосбиржа придумала метод борьбы с «несправедливыми IPO»,"Торговая площадка внедрит специальный сервис

",2024-08-04,finam,0.0,finance,['Financial Service'],['no tickers'],0.0
"Отчетности АФК «Система» и Globaltrans, возобновление торгов акциями «Норникеля» – основные события 8 апреля","Кроме того, совет директоров «Группы Позитив» даст рекомендации по дивидендам",2024-08-04,finam,-0.5,finance,['Financial Service'],['no tickers'],0.0
IPO компании «Озон фармацевтика» может состояться этой осенью,"Эмитент способен привлечь более 10 млрд рублей
",2024-08-04,finam,0.2,finance,['Energy'],['URALS'],1.0
"В Азии нет единой динамики, цены на нефть пошли на спад","Рубль торгуется разнонаправленно к основным мировым валютам 
",2024-08-04,finam,1.0,finance,"['Basic Materials', 'Industrials', 'Healthcare']",['VSMO'],1.0
Власти назвали сумму ущерба от паводка в Оренбуржье,Общий ущерб - около 21 млрд рублей,2024-07-04,finam,1.0,finance,['Industrials'],['OZON'],1.0
Доля IT-отрасли в общем объеме ВВП приблизилась к 2%,"Объем экономики Рунета вырос в 3,5 раза",2024-07-04,finam,0.5,finance,"['Energy', 'Financial Service', 'Consumer Cyclical', 'Basic Materials', 'Technology']","['MTSS', 'GAZP', 'SBER', 'GMKN', 'LKOH']",1.0
"""Сбер"" проведет реструктуризацию кредитов пострадавших во время ЧС в Орске",Ситуация с паводком в Оренбургской области остается сложной,2024-07-04,finam,0.5,finance,"['Consumer Defensive', 'Financial Service']",['MGNT'],1.0
Малому и среднему бизнесу в России упростили участие в приватизации госимущества,"Владимир Путин подписал закон, направленный на повышение эффективности приватизации государственного и муниципального имущества",2024-06-04,finam,0.5,finance,['Financial Service'],['no tickers'],1.0
В России смягчена ответственность за ряд экономических преступлений,Владимир Путин подписал закон о повышении порогов ущерба при экономических преступлениях,2024-06-04,finam,0.5,finance,['Consumer Cyclical'],['VUSH'],1.0
Отменен повышающий коэффициент в экспортных пошлинах для некоторых видов нефтехимии,Правительство внесло изменение в методику расчета пошлин,2024-05-04,finam,0.5,finance,['Healthcare'],['ISKJ'],1.0
"Нью-Йорк в зеленом, Москва - в красном","Трейдеры в США оценивают отчет по рынку труда, а в России инвесторы решили зафиксировать прибыль",2024-05-04,finam,0.5,finance,['Financial Service'],[],1.0
Запуск «ВСМ Москва – Санкт-Петербург» приведет к росту провозных мощностей на сети РЖД,"Кроме того, улучшатся и экономические условия для грузоотправителей",2024-05-04,finam,0.5,finance,['Energy'],['NVTK'],1.0
Запрет на экспорт российского сахара до 31 августа одобрен таможенной подкомиссией,"Осведомленные источники ранее заявляли «Интерфаксу», что данная мера необходима в связи с появившимися беспокойствами по поводу активизации поставок сахара за рубеж",2024-05-04,finam,0.5,finance,"['Industrials', 'Communication Services']",['AFLT'],1.0
«Газпром нефть» ожидает цену нефти в диапазоне $80-100 в этом году,"Рынок нефти сейчас сбалансирован и цена является справедливой, считает глава компании",2024-05-04,finam,0.2,finance,"['Energy', 'Industrials', 'Consumer Defensive', 'Financial Service']","['SOVCOM', 'SELGD', 'FIVE', 'MTLR', 'QIWI']",1.0
